,Gender,Minor,Ethnic,Orientation,mother_edu,father_edu,Year,International,Transfer,EFL,FirstGen,STEM,GPA,HighGPA,SameEthnic,OtherEthnic,Q2.1,Q2.2,Q2.3,Q2.4,Q2.5,Q3.1,Q3.2,Q3.3,Q3.4,Q3.5,Q3.6,Q3.7,Q3.8,Q3.9,Q3.10,Q3.11,Q3.12,Q3.13,Q3.14,Q3.15,Q3.16,Q3.17,Q3.18,Q3.19,Q3.20,Q3.21,Q3.22,Q3.23,Q3.24,HelpFactor,InhibitFactor,FamilyValue,Academic,SES,Belonging,Stress,Exclusion,academic,stress,GPACateg,Sleep,Missing_classes,Homework,Exercise,Office_hours
179,Male,0,Calcasian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Sophomore,0,0,1,0,1,3.77,4.05,10,75,3,2,5,4,3,2,4,1,2,2,2,4,4,3,5,1,2,4,5,4,1,2,2,5,5,5,4,5,4,"socially: 
frat
hedrick hall freshman  year (really social, instant friends)
ucla radio
IMs

academically:
office hours
friends
good study habits
online resources (chegg)
work ethic

emotionally:
friends
good food
stress free atmospheres available","quarter system STEM goes FAST
hard graded homework assignment (requires a lot of work)
Midterms all the time
Classes are stressful
",Average Value,62.5,25,77.8,37.5,16.7,87.5,46.4285714285714,high,3,2,4,4,3
180,Female,1,Asian,Heterosexual,Four-year College,Four-year College,Sophomore,0,0,0,0,1,4,4,10,10,4,1,5,2,3,4,3,2,1,2,3,3,2,3,3,2,3,3,3,1,3,3,4,3,4,4,3,3,3,NA,NA,Average Value,46.9,25,50,43.8,58.3,50,39.2857142857143,high,4,2,4,2,3
181,Female,0,Others,Heterosexual,High school or less,High school or less,Junior,1,0,1,1,1,3.42,4,60,30,3,2,4,3,3,5,5,3,1,1,1,1,5,4,5,2,2,3,1,4,2,5,5,4,3,3,4,2,5,"Socially I've managed to be fine at UCLA because I found what I enjoy here and the kind of people i like to surround myself around. I realize the way I socialize here is a lot different, than when I'm back at home. 
In Sri Lanka, I'm more likely to go out with friends and have late nights. Whereas at UCLA I try to have unique experiences, because the city I'm in has more opportunities. Whether it's trying a new restaurant, or going to an early movie screening. This has allowed me to have a diverse group of friends. Friends that I can go to for different things with. ","I definitely think my anxiety has inhibited me. I'm not a good test taker. Even if I know all the material really well, I struggle to put it down on paper in that scheduled period of time. I've also never got help for this, because mental health is heavily looked over in my culture, so its never a priority. So I believe academically I'm never doing as well as I can or should be doing. Sometimes I get over in my head, which sucks. While I'm aware of the problem, I've done little to aid it because I always get by, even though I could be doing better. ",Low Value,34.4,0,63.9,50,75,60,53.5714285714286,low,3,2,4,3,3
182,Female,0,Calcasian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Sophomore,0,0,1,0,1,3.68,4.3,10,10,4,2,4,3,4,4,4,1,3,2,3,2,3,3,4,2,4,4,4,4,2,3,3,4,4,5,5,4,4,getting enough sleep and having friends to confide in and ask for advice from,NA,High Value,62.5,41.7,66.7,50,41.7,80,50,high,4,2,4,3,4
183,Female,0,Asian,Heterosexual,Four-year College,Four-year College,Junior,1,1,0,0,1,3.6,4,20,20,4,1,5,2,3,5,3,3,2,4,4,3,4,3,4,2,2,3,4,4,3,4,5,3,4,4,4,3,3,NA,no tutors like community college,Average Value,50,58.3,50,43.8,75,62.5,67.8571428571429,high,4,2,4,2,3
184,Male,0,Asian,Heterosexual,Four-year College,Four-year College,Sophomore,1,0,0,0,1,3.5,4,10,83,4,3,5,3,2,3,4,3,1,1,2,1,3,2,2,1,1,4,3,2,2,1,5,3,1,4,3,3,4,"My family has supported me a lot when I struggle with college life, especially with the stresses before and after exams and midterms. ",Nothing really,Low Value,59.4,8.3,72.2,12.5,41.7,52.5,32.1428571428571,low,4,3,4,3,2
185,Male,0,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Sophomore,0,0,1,0,1,3.5,4.4,40,30,4,2,5,3,3,4,4,2,2,3,3,2,4,3,4,2,2,4,3,3,3,3,4,4,4,4,4,3,3,one day i was feeling really sad but then my friend complimented my dress and my day was better,people who ride motorized skateboards think they're so much better than everyone else and their inflated egos upset me,Average Value,50,41.7,61.1,37.5,58.3,65,57.1428571428571,low,4,2,4,3,3
186,Male,1,Asian,Heterosexual,Four-year College,Four-year College,Sophomore,1,0,1,0,1,3.5,3.75,20,8,2,3,5,3,2,5,3,1,2,4,4,1,4,3,5,5,5,2,3,4,3,5,5,2,3,5,2,2,1,Example: my roommate has encouraged me to succeed academically. My family has encouraged me to succeed emotionally and socially.,"Living in a plaza, where most people rarely leave their rooms or go into the lounge, inhibits my ability to thrive socially.",High Value,37.5,58.3,22.2,93.8,83.3,42.5,71.4285714285714,low,2,3,4,3,2
187,Male,1,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Sophomore,0,0,1,0,0,3.74,4,20,7,3,3,5,3,3,4,4,3,1,1,4,3,3,3,4,2,4,3,4,3,3,2,4,4,4,4,4,4,3,"Going to office hours, especially for my economics classes with the TA's who tend to be very helpful especially when the professor is not too clear on a subject. 
Joining a club sports team and a service fraternity helped my mental state my first year when I felt like I didn't have that many friends. It gave me a place of belonging and I finally felt like I belonged at this large school. ","I also hate how there aren't sufficient resources for students to go into business-related fields, both inside and outside the classroom. Although there are many finance/business clubs and frats, they are very exclusive and tend to only take specific people (namely pretty girls and alpha males), even if I'm just as qualified. I've tried to join many of these but was denied from all of them. I understand that being a large school, these clubs can't really take everyone or they would have literally too many people to fit in a room, but there has to be something UCLA can do. That's pretty much my biggest complaint about the school: it has too many people, meaning sometimes resources to each individual can seem limited and one can be overwhelmed in this sea of people. ",Average Value,56.3,25,55.6,56.3,50,67.5,46.4285714285714,high,3,3,4,3,3
188,Male,0,Asian,Heterosexual,Four-year College,Four-year College,Junior,1,1,0,0,1,3.85,3.89,15,5,3,3,5,3,2,4,5,3,1,1,1,1,3,4,4,3,2,4,4,4,4,4,4,4,4,5,3,3,5,sleep well think well,"1. It's very difficult to make new friends  for international students who transfer from CC. 2. Too many students, so it's very difficult to get enough resource.",Average Value,59.4,0,58.3,43.8,75,77.5,39.2857142857143,high,3,3,4,3,2
189,Male,0,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,1,1,0,0,0,3.6,4,25,25,2,1,5,4,3,4,2,3,2,2,3,3,2,2,4,3,3,4,4,4,3,2,4,4,4,4,4,4,4,balancing out social part and academic part of my life,NA,Average Value,62.5,33.3,58.3,50,50,70,42.8571428571429,high,2,2,4,4,3
190,Male,1,Asian,Heterosexual,Graduate or Professional Degree,Four-year College,Sophomore,1,0,0,1,1,3.8,3.9,50,50,4,2,5,4,4,3,4,3,3,3,4,3,3,3,4,3,3,4,4,4,1,2,3,4,4,4,4,4,4,"Going to office hours definitely helps, I'm happy that all my professors are really helpful. Also I joined study groups in basically every class I take: this not only allows me to make more friends, but also helps me understand the class material more thoroughly. Lastly, I work out often (pretty much everyday) to keep a good physical state. I believe academic success is not only about getting high GPA, it also encompasses perfect mental and physical states","As an international student, one of the hardest thing is communication. During the first year, I really had trouble opening my mouth during lectures and discussions",Low Value,62.5,58.3,66.7,50,25,75,57.1428571428571,high,4,2,4,4,4
191,Female,1,Others,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,0,0,1,0,1,3.2,3.8,20,10,4,3,5,2,2,4,4,2,2,2,4,2,3,3,4,2,3,4,4,4,3,2,2,4,5,5,5,4,5,"Joining clubs, pushing myself to get out of my academic comfort zone particularly with Cognitive Science since it is a new major and did give me some anxiety before starting, the Cog Sci Student Association exposed me to a lot of students who were like me and thought like me academically, which was very comforting for my professional life. ",Transitioning to UCLA was very difficult as I was coming from abroad (Egypt) and had difficulty assimilating into the International environment or even finding people who were struggling through the same thing. ,High Value,62.5,41.7,75,43.8,33.3,85,46.4285714285714,low,4,3,4,2,2
192,Female,1,Asian,Bisexual,Four-year College,Graduate or Professional Degree,Freshman,0,0,1,0,0,3.6,3.9,2,8,3,3,5,1,4,5,4,1,2,4,5,1,4,4,4,1,4,4,3,4,3,4,5,3,4,4,3,3,4,me telling myself to suck it up and start working,"course load, feeling behind and out of depth in the material (stats 20)",High Value,50,66.7,52.8,43.8,75,65,75,high,3,3,4,2,4
193,Female,1,Calcasian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Sophomore,0,0,1,0,0,3.73,3.95,10,10,2,2,5,2,2,4,4,1,1,1,1,1,5,5,5,3,5,3,3,4,1,1,4,3,5,5,4,4,3,Support from friends and family,Stress about how well everyone else is doing,High Value,40.6,0,61.1,75,25,70,53.5714285714286,high,2,2,4,2,2
194,Male,0,Asian,Heterosexual,Graduate or Professional Degree,Four-year College,Senior,1,1,0,0,1,3.49,3.7,20,7,4,1,5,4,4,5,5,4,2,2,2,3,3,3,3,2,3,4,5,5,2,2,5,5,5,5,4,4,4,Research opportunity is very great resource at UCLA. UCLA does provide such opportunities for students like to prepare for graduate school.,"For the math department, lecture material and exams are not match each other so much. Usually, the lecture materials are easy to understand, while exams are harder than that. Then students cannot prepare very well for their exams.",Average Value,75,25,63.9,37.5,50,90,46.4285714285714,low,4,2,4,4,4
195,Female,0,Calcasian,Heterosexual,Four-year College,High school or less,Junior,0,0,1,0,1,3.79,3.78,7,6,3,2,5,4,4,5,3,4,3,5,5,4,3,5,5,4,4,4,5,5,4,4,5,5,4,5,5,5,5,"Time management, making great friends, trying to be as social as possible to balance the ridiculously difficult academics, talking to others when I’m stressed, especially my peers because they know how difficult school is and can really relate","My own anxiety. I get way to anxious and don’t handle it very well, which actually ends up making me unable to focus. I would probably do better on exams if I didn’t spend so much time being anxious about not knowing stuff or getting a bad grade. ",Average Value,59.4,83.3,47.2,68.8,83.3,90,85.7142857142857,high,3,2,4,4,4
196,Female,0,Asian,Heterosexual,Four-year College,Four-year College,Senior,1,1,0,0,1,3.92,3.95,30,20,5,1,5,5,5,3,5,1,1,1,1,4,1,1,1,1,1,5,5,5,1,1,3,5,5,5,5,5,5,"Families, friends, teachers, etc.","Open mindset, positive atitude, etc.",High Value,100,0,86.1,0,16.7,100,7.14285714285714,high,4,2,4,4,4
197,Female,0,Asian,Heterosexual,Four-year College,Four-year College,Senior,1,0,0,0,1,3.89,4,20,5,3,3,4,3,3,4,4,4,2,2,2,4,4,4,4,2,2,2,4,4,4,2,4,3,3,3,3,3,3,Do things ahead of the deadline,procrastination,Low Value,46.9,25,50,50,58.3,55,53.5714285714286,high,3,3,4,3,3
198,Male,1,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Senior,0,0,1,0,1,3.4,4,10,10,5,2,5,5,1,3,3,3,1,1,4,1,2,2,2,1,3,1,1,1,2,2,1,1,1,4,1,1,1,NA,NA,NA,NA,25,NA,NA,NA,12.5,21.4285714285714,low,4,2,4,4,2
199,Female,0,Asian,Heterosexual,Four-year College,Four-year College,Senior,0,1,0,1,1,3.3,3.8,10,6,3,2,5,4,4,4,4,3,3,3,3,3,2,4,2,3,2,4,4,4,2,2,3,4,4,4,4,4,4,NA,NA,Average Value,68.8,50,66.7,31.3,33.3,75,46.4285714285714,low,3,2,4,4,4
200,Female,0,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Senior,1,0,0,0,1,3.9,3.9,20,5,3,1,5,5,3,5,3,4,5,1,1,5,4,3,3,2,1,3,5,5,1,1,1,3,1,1,3,3,4,Friends' support and faculties support like helpful professors and TAs,Peer pressure. Parents pressure.,Low Value,59.4,33.3,72.2,31.3,0,52.5,39.2857142857143,high,3,2,4,4,3
201,Female,0,Others,Heterosexual,Four-year College,Graduate or Professional Degree,Senior,0,1,0,1,1,3.6,4,10,10,3,1,5,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,NA,NA,Low Value,50,50,50,50,50,50,50,high,3,2,4,2,3
202,Female,1,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Senior,1,0,0,0,1,3.7,3.8,40,2,4,2,5,4,2,2,5,1,2,2,2,5,2,2,2,2,4,4,4,4,1,2,5,3,5,5,4,4,2,"friends and family, they are so helpful",bad friends / especially bad boyfriend,Average Value,78.1,25,47.2,37.5,41.7,75,35.7142857142857,high,4,2,4,4,2
203,Male,0,Asian,Heterosexual,Two-year College,Two-year College,Senior,1,0,0,0,1,3.88,4.3,10,5,3,3,5,3,3,4,4,3,2,2,3,4,3,2,3,2,3,4,4,4,2,2,4,3,4,4,4,4,4,Hard-working and the balance between study and social work.,"The language, sometimes peer pressure",Average Value,68.8,33.3,58.3,37.5,41.7,72.5,42.8571428571429,high,3,3,4,3,3
204,Female,0,Asian,Bisexual,Four-year College,Graduate or Professional Degree,Senior,1,0,0,0,1,3.7,3.8,15,2,4,4,5,4,3,5,5,2,1,1,2,5,4,2,3,1,1,4,5,5,1,1,4,4,4,4,4,3,5,Having friends and talking to professors help.,"Sometimes class size is too large to get acquainted with the professor; Often times, whether I can get a good grade depends on what kind of professor I get, not the class curriculum; there are times that whether how hard I tried, I could not succeed in exams.",Average Value,71.9,8.3,75,18.8,25,82.5,35.7142857142857,high,4,4,4,4,3
205,Male,0,Asian,Heterosexual,High school or less,High school or less,Senior,1,1,0,1,1,3.2,3.5,5,5,3,2,5,3,3,4,4,4,4,2,4,4,4,4,4,3,3,3,3,3,2,2,2,4,4,4,4,4,4, my friends and professor always inspire me to be a better person,UCLA alumni,Low Value,46.9,58.3,63.9,56.3,25,67.5,60.7142857142857,low,3,2,4,3,3
206,Female,0,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Senior,1,0,0,0,1,3.873,4,30,2,4,2,5,4,3,4,4,4,2,2,2,5,3,2,4,4,2,4,5,4,2,2,4,4,5,5,5,5,4,"my family, friends and professors",NA,Average Value,71.9,25,58.3,50,41.7,87.5,42.8571428571429,high,4,2,4,4,3
207,Male,0,Asian,Heterosexual,High school or less,High school or less,Senior,1,1,0,0,0,3.6,4,10,10,3,2,5,3,3,4,3,3,3,2,2,4,3,3,4,3,3,3,4,4,3,3,3,3,3,4,4,4,4,helps from friends and support from my parents,NA,Low Value,56.3,33.3,52.8,56.3,50,65,46.4285714285714,high,3,2,4,3,3
208,Female,0,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Senior,0,0,1,0,1,3.6,4.3,10,5,3,3,5,5,4,5,3,4,3,3,5,1,2,2,4,1,5,4,5,5,2,3,3,3,5,5,2,2,4,"Having a good circle of friends has helped me academically, socially, and emotionally. ",It was difficult to find a solid group of people that I really got along with initially. School was overwhelming without a good support system/peer help.,Average Value,65.6,66.7,58.3,50,41.7,70,53.5714285714286,high,3,3,4,4,4
209,Female,0,Asian,Bisexual,Four-year College,Graduate or Professional Degree,Senior,1,0,0,0,1,3.6,4,10,10,3,3,5,2,2,4,4,2,4,2,5,1,4,4,5,4,5,2,2,4,2,1,5,3,2,5,3,1,4,"My mom, my friends, free and accessible therapy, center for accessible education (CAE), mindful meditation","Roommate drama, pressure from my dad, mental illness, being in the wrong major for a long time (Econ), feelings of loneliness because noone ever talks about failures openly",Average Value,31.3,66.7,52.8,87.5,41.7,50,78.5714285714286,high,3,3,4,2,2
210,Female,0,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Senior,1,0,0,0,1,3.5,4,40,30,3,3,4,3,2,5,4,1,1,4,3,2,3,3,5,1,5,3,4,4,2,4,5,4,3,5,4,3,4,"My friends at UCLA and from highschool along with my family have been the greatest support systems for me. After this, I think student mentors I have gained from professional clubs on campus and a few professors have also stood out as supportive individuals who I have asked for advice along the way. ","Emotionally, having to deal with the endless bureaucratic difficulties of being an international student have affected my time at UCLA. I have felt like I have been financially and professionally impacted at times because of this status.",High Value,53.1,41.7,55.6,62.5,66.7,70,60.7142857142857,low,3,3,4,3,2
211,Female,0,Asian,Bisexual,Four-year College,Four-year College,Senior,1,0,0,0,1,3.79,4,8,5,3,1,5,3,2,4,4,2,2,2,3,3,3,4,4,3,3,2,4,3,4,2,4,3,3,4,3,3,4,"A well-organized schedule, healthy diet, enough sleep and exercise, and also friends. I don't know if I'm successful enough academically to have any say on it, but for social and emotional levels I would say having a close group of friends that I can hang out with is really helpful. ",Anxiety and depression (not diagnosed) ,Average Value,46.9,33.3,50,62.5,58.3,57.5,53.5714285714286,high,3,2,4,3,2
212,Female,0,Asian,Heterosexual,High school or less,High school or less,Senior,0,0,0,1,1,3.6,4,25,15,4,1,5,4,2,5,2,3,4,4,5,2,3,3,4,2,2,3,2,4,2,1,4,3,3,5,4,3,4,My family has always motivated me and encouraged me to do my best without endangering my mental or physical health. The friends I've made at UCLA as well my high schools friends back home have also been a great support system.,"I don't think my high school prepared me very well for college in general, but also more specifically, a STEM major. I also put a lot of pressure on myself as a student who did very well in high school and is a recipient of scholarships, and I think that has also taken a toll on my academic, social, and emotional success at UCLA.",Average Value,43.8,83.3,69.4,43.8,33.3,57.5,71.4285714285714,high,4,2,4,4,2
213,Female,1,Latino/Hispanic,Heterosexual,Graduate or Professional Degree,High school or less,Senior,0,0,0,1,1,3.3,4.3,40,40,4,3,5,2,2,5,3,3,2,5,5,2,4,4,5,2,4,4,5,5,2,5,5,2,2,2,3,4,5,"Friends, CAPS, external UCLA hispanic networks (HSF - Hispanic Scholarship fund held conferences of latinos across the country who also go through being minorities in their STEM class), my Bill Gates Millennium Scholarship (full ride scholarship relieved financial stress), MLT (management leadership tomorrow - a minority network like HSF) ","being 1st generation, being the only Mexican in a lot of my classes, family stress (drug addiction in my family)",Low Value,56.3,75,47.2,56.3,75,62.5,82.1428571428571,low,4,3,4,2,2
214,Female,0,Asian,Heterosexual,Four-year College,Four-year College,Senior,1,0,0,0,1,3.84,3.91,20,5,4,3,5,3,3,4,5,1,2,2,2,4,3,3,3,2,3,3,4,3,3,2,4,4,4,4,4,3,3,Friends' support is really important. They give me advice on academic and social life and help me get through a hard time that I feel stressed out. ,A lot of advice on seeking jobs from the professors.,Average Value,59.4,25,55.6,43.8,50,67.5,42.8571428571429,high,4,3,4,3,3
215,Female,0,Latino/Hispanic,Heterosexual,High school or less,High school or less,Junior,0,0,1,1,1,3.1,4.1,20,10,3,2,5,1,3,3,2,3,4,4,4,4,5,5,5,3,4,2,4,5,5,5,5,3,4,5,3,4,4,"One of the factors that has helped me is talking to others I trust. I would have changed my major if it weren't for people listening to me and telling me it'll get better, offering the help they can give help me academically and emotionally. For instance, I once went to the Director of The Curtis Center, Heather Dallas, and told her about my situation and not meeting the requirements for my major. She listened to me and told me about her struggles, then contacted one of her students to help me in my last pre-requisite course so that I can get the necessary grade to get into my major. Moreover, I had a co-worker that I told my situation to and how I felt like I was depressed, so she accompanied me to CAPS so I can talk to someone. I had other friends that just listened when I was having a breakdown, and even just having someone listen to me was helpful. ","One of the factors is the environment in my classes, where I feel alone because most of the students are white or asian, and appear to understand lectures way more than me. This would make me doubt myself and block my motivation. I always compared myself to others, so when I would get a low score on an exam, I felt like I didn't belong. Moreover, I also have to commute from home, and I felt that this would take away time and affect my social life and studying. ",Average Value,37.5,75,30.6,75,100,65,89.2857142857143,low,3,2,4,2,3
216,Female,1,Calcasian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Sophomore,0,0,1,0,1,3.88,4.35,20,10,4,2,5,3,4,4,4,1,2,2,2,1,5,4,5,2,3,4,4,4,2,3,5,4,5,5,5,4,4,"Having a strong network of supportive friends and mentors has played a large role in my ability to succeed at UCLA. For example, I had some health issues last year and one of my friends approached me and said she'd been dealing with similar issues. The issues were affecting me both academically and emotionally, and her support really helped me get through it. 

I've also become very involved with UCLA Hillel and Jewish life on campus. Through this community, I've made so many friendships and connections that I know I will have for the rest of my life. I've grown as a student, a friend and a leader, and I can say with confidence that I wouldn't be doing as well as I am here if it weren't for this incredible community. ","As a STEM major, I sometimes feel that I'm not getting as much support from my professors and TA's as I deserve.  For example, I had a math professor for Linear Algebra who, in many ways, discouraged us from asking questions. When we did ask questions, he often provided a quick one word answer and didn't fully explain his thoughts. This experience made it harder for me to succeed in this class both because it decreased my confidence and because it made it harder for me to receive guidance and feedback. 

Though I've had several STEM professors who are very good, I am aware that STEM professors tend to exhibit this type of behavior more than non-STEM professors. I'm not exactly sure how UCLA could address this issue, but I think it is important for students of all majors to receive the support they deserve.  ",High Value,50,25,66.7,50,58.3,82.5,64.2857142857143,high,4,2,4,3,4
217,Female,0,Asian,Heterosexual,High school or less,High school or less,Senior,0,1,0,1,1,3.6,4,10,0,3,2,5,2,2,4,3,3,2,3,4,4,3,3,4,2,3,3,4,4,3,2,4,3,4,4,3,3,3,study hard,no patient  and distraction,Average Value,53.1,50,50,50,50,60,57.1428571428571,high,3,2,4,2,2
218,Male,1,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Junior,1,0,0,0,1,3.8,3.8,50,2,2,3,5,2,3,2,3,4,3,4,3,4,4,1,3,3,3,4,2,2,2,3,4,3,2,3,4,3,3,"I always learned by myself, and it's better than attending the lectures.",I took so much workload on myself.,Low Value,50,58.3,50,43.8,50,47.5,53.5714285714286,high,2,3,4,2,3
219,Male,0,Asian,Heterosexual,High school or less,Graduate or Professional Degree,Junior,1,1,0,0,1,3.6,3.9,10,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,exercise,poor sleep,Low Value,50,50,50,50,50,50,50,high,3,3,3,3,3
220,Female,1,Asian,Heterosexual,Four-year College,Four-year College,Junior,1,0,1,0,0,3.54,3.5,7,10,3,2,4,3,3,5,2,3,4,2,2,3,4,4,5,3,5,4,4,4,3,5,4,3,2,2,4,4,4,"It's all about the support groups you have, and if you don't find a smaller group that makes UCLA feel a little less big and strange, then it's inevitable—that feeling of being completely alone. Also, it's always great to have a mentor/faculty member/friend around to give perspective around an academic failure or even a success, and remind you that life is bigger than your time here. You're worth more than your performance. You're assessment in class is not an assessment of your personhood.","I'm lost in my STEM classes. I'm a north campus statistics minor, and I feel overwhelmed in my classes, which are filled with CS, math, and engineering majors who have dealt with similar problems and are taking relevant concurrent classes. I think wanting an extensive STEM background through this program is somewhat inaccessible for someone like me, and I feel really alone. For example, even in this introductory R class, people talk about this as they've also taken the PIC 10 series, or relating it to Python or C++, and I've never coded and am finding the syntax/grammar/way of thinking quite challenging.",Low Value,46.9,41.7,41.7,68.8,75,57.5,64.2857142857143,low,3,2,4,3,3
221,Female,0,Asian,Heterosexual,Four-year College,Graduate or Professional Degree,Senior,1,0,0,0,1,3.5,4,40,30,3,3,4,3,2,5,4,1,1,4,3,2,4,3,5,1,5,3,3,4,2,4,5,4,3,5,4,3,5,My friends from UCLA and back home and family have been my main support systems. Student mentors found from professional organizations on campus and some professors have also been guiding lights.,The bureaucratic hurdles of being an international student have been troublesome.,High Value,46.9,41.7,58.3,62.5,66.7,70,64.2857142857143,low,3,3,4,3,2
222,Female,0,Others,Heterosexual,Four-year College,Graduate or Professional Degree,Junior,0,0,1,0,1,3.6,4,10,10,5,4,1,5,4,1,1,5,2,2,1,2,1,3,1,2,3,1,1,1,2,2,1,1,1,4,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,7.5,14.2857142857143,high,4,4,2,4,4
223,Male,0,Asian,Heterosexual,Two-year College,Four-year College,Sophomore,1,0,0,0,1,3.2,4,40,10,4,2,5,4,4,4,3,4,3,2,3,4,3,4,4,3,4,3,4,4,3,2,4,3,4,3,4,4,3,"For academic, I really enjoy office hours with pros. For social, UCLA provides me a various of clubs to attend. For emotionally, the diverse ethnic group in UCLA helps me to find people with similar experiences so we can talk to each other. ",Too many smart people. Course connections eg: how to connect between two sources.  ,Low Value,53.1,41.7,47.2,62.5,50,62.5,57.1428571428571,low,4,2,4,4,4
224,Female,0,Asian,Homosexual,Four-year College,Four-year College,Sophomore,0,0,1,0,1,4,4.4,10,10,4,2,5,3,3,5,5,1,2,2,2,2,2,2,2,2,2,4,4,4,2,2,4,4,4,5,4,4,4,"Socially, I feel that one of the most important factors for success is living on campus in a social dorm for at least your first year. Academically,  I feel that the various tutoring centers and office hours have contributed most to my academic success.","Emotionally, I feel that CAPS could do a better job supporting students. I understand that UCLA is huge and CAPS is challenged to meet such high demand but I feel CAPS can do a lot to improve both how many visits students get per a quarter and emergency services. Socially, I feel that the club and extracurricular scene at UCLA is pretty frustrating. Again, I understand that the large student population makes organizing clubs hard but often the fun is taken out of the club experience but the extensive and highly competitive application processes.",High Value,78.1,25,69.4,25,41.7,80,32.1428571428571,high,4,2,4,3,3
225,Male,0,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Sophomore,1,0,1,0,1,3.75,4,30,10,3,3,5,4,3,5,5,3,4,3,5,2,5,5,5,2,4,3,4,4,2,2,4,4,4,4,4,4,5,Having a large amount of support from my family back home. My close friends out here have drastically helped me emotionally by being my permanent support system in a foreign country,"The quarter system doesn't give me enough time to indulge in activities for myself. The heavy workload gives me anxiety as well. In one particular week I had 4 midterms, 2 assignments , club meeting and my parents from India had come to visit me. I felt so lost and burdened with everything happening at once",Average Value,46.9,75,66.7,62.5,41.7,77.5,85.7142857142857,high,3,3,4,4,3
226,Female,0,Latino/Hispanic,Heterosexual,Four-year College,Four-year College,Senior,0,0,1,0,1,3.51,4.42,2,80,3,2,5,3,2,5,5,2,2,5,4,1,4,3,4,2,4,4,2,4,2,2,5,4,3,5,4,4,4,"Finding people that I could go to for help, stress relief, support.","Not being able to make it to office hours due to time conflicts with work, TAs or professors not speaking in English during office hours or during questions after lecture, 8am Saturday finals (weekend finals in general, but especially this one).",Average Value,56.3,66.7,63.9,50,50,72.5,71.4285714285714,low,3,2,4,3,2
227,Female,0,Asian,Heterosexual,High school or less,High school or less,Junior,0,1,0,1,1,3.6,4,5,1,2,1,5,3,4,5,4,3,2,3,4,4,5,5,5,2,3,2,4,2,3,5,4,3,2,3,3,1,3,NA,NA,Low Value,25,50,41.7,62.5,75,42.5,75,high,2,2,4,3,4
228,Female,0,Asian,Bisexual,Four-year College,Graduate or Professional Degree,Senior,1,0,0,0,1,3.7,4,10,10,5,4,1,5,4,1,1,5,2,2,1,2,1,3,1,2,3,1,1,1,2,2,1,1,1,4,1,1,1,My parents,language background,NA,NA,NA,NA,NA,NA,7.5,14.2857142857143,high,4,4,2,4,4
229,Male,0,Asian,Heterosexual,Graduate or Professional Degree,Graduate or Professional Degree,Senior,1,0,1,0,1,3.8,3.7,5,5,3,4,4,3,1,4,2,2,1,2,3,4,3,3,4,2,3,4,4,5,2,2,2,4,4,5,4,4,4,"Older friends in my organizations provide a lot of advice in terms of career options, interviewing/recruiting help, general UCLA advice; self motivation to do well and get a good job after graduation","A lot of things to balance (classes, organizations/clubs, social life, recruiting)",Average Value,59.4,25,66.7,43.8,25,75,39.2857142857143,high,3,4,4,3,2
230,Male,0,Asian,Heterosexual,High school or less,Graduate or Professional Degree,Senior,0,0,0,0,1,3.5,3.8,5,10,4,2,4,3,2,5,4,3,3,4,5,2,3,3,5,5,5,3,4,5,3,5,5,4,5,5,3,4,5,Adult peers that I know through school organizations have helped me get in contact with CAPS to help me receive the emotional and mental support needed.  ,"I suffer from chronic depression, anxiety, and suicidal thoughts",High Value,59.4,75,38.9,87.5,83.3,80,75,low,4,2,4,3,2
231,Female,0,Asian,Heterosexual,Four-year College,Four-year College,Senior,1,0,0,0,1,3.86,4.6,6,2,3,2,5,3,3,3,4,3,2,2,3,2,3,3,2,2,3,4,4,4,2,2,4,3,4,4,4,4,3,Be happy,Delay,Low Value,68.8,33.3,61.1,31.3,41.7,70,42.8571428571429,high,3,2,4,3,3
